ID,Timestamp,Username,Action,Target,Status,IP Address,File Size
273,"2026-01-29 17:56:12","admin","upload","Sandy_Bus-20_Single-12.jpg","success","3551f3b7987a394f",598252
272,"2026-01-29 17:54:04","admin","upload","Sandy_Bus-20_Single-12.jpg","success","3551f3b7987a394f",598252
271,"2026-01-29 17:50:57","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
270,"2026-01-29 17:50:56","admin","download","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
269,"2026-01-29 17:50:51","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
268,"2026-01-29 17:42:34","admin","download","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
267,"2026-01-29 17:40:17","admin","download","KBA-22030-SEM2.pdf","success","3551f3b7987a394f",
266,"2026-01-29 17:40:15","admin","download","ISC2.pdf","success","3551f3b7987a394f",
265,"2026-01-29 17:40:14","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
264,"2026-01-29 17:40:12","admin","download","Cloud_Security_Fundamentals_Student_Certificate.pdf","success","3551f3b7987a394f",
263,"2026-01-29 17:32:03","admin","download","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
262,"2026-01-29 17:32:01","admin","download","CYS22030_IoT_Certification.pdf","success","3551f3b7987a394f",
261,"2026-01-29 17:31:58","admin","download","Cloud_Security_Fundamentals_Student_Certificate.pdf","success","3551f3b7987a394f",
260,"2026-01-29 17:25:50","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
259,"2026-01-29 17:25:28","admin","download","ISC2.pdf","success","3551f3b7987a394f",
258,"2026-01-29 17:25:27","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
257,"2026-01-29 17:25:26","admin","download","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
256,"2026-01-29 17:25:25","admin","download","CYS22030_IoT_Certification.pdf","success","3551f3b7987a394f",
255,"2026-01-29 17:25:08","admin","download","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
254,"2026-01-29 17:25:07","admin","download","CYS22030_IoT_Certification.pdf","success","3551f3b7987a394f",
253,"2026-01-29 17:25:06","admin","download","Cloud_Security_Fundamentals_Student_Certificate.pdf","success","3551f3b7987a394f",
252,"2026-01-29 17:24:57","admin","upload","Palo_Alto_NetworkSecurity.pdf","success","3551f3b7987a394f",44131
251,"2026-01-29 17:24:57","admin","upload","OKTA_ImplementPhishing-ResistantAuthentication_Badge.pdf","success","3551f3b7987a394f",156182
250,"2026-01-29 17:24:56","admin","upload","OKTA_ExploreIdentityFoundations_Badge.pdf","success","3551f3b7987a394f",348187
249,"2026-01-29 17:24:54","admin","upload","OKTA_ExploreIdentityFoundations_Badge.pdf","success","3551f3b7987a394f",348187
248,"2026-01-29 17:24:53","admin","upload","marksheet.pdf","success","3551f3b7987a394f",2260454
247,"2026-01-29 17:24:53","admin","upload","KBA-22030-SEM2.pdf","success","3551f3b7987a394f",82315
246,"2026-01-29 17:24:53","admin","upload","ISC2.pdf","success","3551f3b7987a394f",95268
245,"2026-01-29 17:24:53","admin","upload","Forage_IAM.pdf","success","3551f3b7987a394f",167255
244,"2026-01-29 17:24:53","admin","upload","ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",1540892
243,"2026-01-29 17:24:52","admin","upload","CYS22030_IoT_Certification.pdf","success","3551f3b7987a394f",1371024
242,"2026-01-29 17:24:52","admin","upload","Cloud_Security_Fundamentals_Student_Certificate.pdf","success","3551f3b7987a394f",438174
241,"2026-01-29 17:24:41","admin","create_dir","sample check","success","3551f3b7987a394f",
240,"2026-01-29 17:19:43","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
239,"2026-01-29 17:17:15","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
238,"2026-01-29 17:12:16","admin","download","Forage_IAM.pdf","success","3551f3b7987a394f",
237,"2026-01-29 17:12:11","admin","upload","ISC2.pdf","success","3551f3b7987a394f",95268
236,"2026-01-29 17:12:10","admin","upload","Forage_IAM.pdf","success","3551f3b7987a394f",167255
235,"2026-01-29 17:12:09","admin","upload","Forage_IAM.pdf","success","3551f3b7987a394f",167255
234,"2026-01-29 17:11:55","admin","delete","win_1/comptiasecurityplussy0-701certguide.pdf","success","3551f3b7987a394f",
233,"2026-01-29 17:11:54","admin","delete","win_1/11.3.2_Automation_and_Scripting.pdf","success","3551f3b7987a394f",
232,"2026-01-29 17:11:38","admin","login","","success","3551f3b7987a394f",
231,"2026-01-29 17:11:31","admin","logout","","success","3551f3b7987a394f",
230,"2026-01-29 16:56:17","admin","download","10th_Marksheet.pdf","success","3551f3b7987a394f",
229,"2026-01-29 16:55:26","admin","upload","12th_Marksheet.pdf","success","3551f3b7987a394f",133544
228,"2026-01-29 16:55:25","admin","upload","10th_Marksheet.pdf","success","3551f3b7987a394f",454672
227,"2026-01-29 16:55:25","admin","upload","10th_Marksheet.pdf","success","3551f3b7987a394f",454672
226,"2026-01-29 15:41:32","admin","delete","sample_29/ISC2.pdf","success","3551f3b7987a394f",
225,"2026-01-29 15:41:31","admin","delete","sample_29/Forage_IAM.pdf","success","3551f3b7987a394f",
224,"2026-01-29 15:41:31","admin","delete","sample_29/ENERGY_LITERACY_TRAINING-22030-SEM2.pdf","success","3551f3b7987a394f",
223,"2026-01-29 15:41:31","admin","delete","sample_29/CYS22030_IoT_Certification.pdf","success","3551f3b7987a394f",
222,"2026-01-29 15:41:31","admin","delete","sample_29/Cloud_Security_Fundamentals_Student_Certificate.pdf","success","3551f3b7987a394f",
221,"2026-01-29 15:41:30","admin","delete","sample_29/CCIO-22030-SEM2.pdf","success","3551f3b7987a394f",
220,"2026-01-29 15:41:30","admin","delete","sample_29/aadhar.pdf","success","3551f3b7987a394f",
219,"2026-01-29 15:41:30","admin","delete","sample_29/22030.pdf","success","3551f3b7987a394f",
218,"2026-01-29 15:41:30","admin","delete","sample_29/22030_Amritavarsham70_Certificates.pdf","success","3551f3b7987a394f",
217,"2026-01-29 15:41:30","admin","delete","sample_29/12th_Marksheet.pdf","success","3551f3b7987a394f",
216,"2026-01-29 15:41:06","admin","upload","ISC2.pdf","success","3551f3b7987a394f",95268
215,"2026-01-29 15:41:05","admin","upload","Forage_IAM.pdf","success","3551f3b7987a394f",167255
214,"2026-01-29 15:41:04","admin","upload","Forage_IAM.pdf","success","3551f3b7987a394f",167255
